,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
5965,dysuria_female,pyelonephritis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,0.2,
5966,dysuria_female,pyelonephritis,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-2,
5967,dysuria_female,pyelonephritis,คันอวัยวะเพศ,genitalia_itchy,1,-1,
5968,dysuria_female,pyelonephritis,มีตกขาวเป็นก้อน,leukorrhea_curd,1,-0.4,
5969,dysuria_female,pyelonephritis,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,0.1,
5970,dysuria_female,pyelonephritis,ท่านเพิ่งมีประจำเดือนมาในระยะเวลา 5 วันที่ผ่านมา,recent_mens_in_5_days,1,0.2,
5971,dysuria_female,pyelonephritis,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,0.3,
5972,dysuria_female,pyelonephritis,ท่านมีเพศสัมพันธ์กับคู่นอนมากกว่า 1 คนในช่วงเวลาใกล้กัน,multiple_partners,1,0.2,
5973,dysuria_female,pyelonephritis,ท่านสวนล้างอวัยวะเพศ,vaginal_douche,1,0.3,
5974,dysuria_female,pyelonephritis,ปวดหน่วงท้องน้อย,pelvic_pain,1,1,
5975,dysuria_female,pyelonephritis,คลื่นไส้อาเจียน,nausea_vomiting,1,0.9,
5976,dysuria_female,pyelonephritis,อ่อนเพลีย,fatigue,1,1,
5977,dysuria_female,pyelonephritis,เบื่ออาหาร,anorexia,1,0.8,
5978,dysuria_female,pyelonephritis,น้ำหนักลด,weight_loss,1,0.2,
5979,dysuria_female,pyelonephritis,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,0.7,
5980,dysuria_female,vulvovaginitis,อายุ<_15,age_<_15,1,2,
5981,dysuria_female,vulvovaginitis,อายุ15-30,age_15_30,1,1.8,
5982,dysuria_female,vulvovaginitis,อายุ31-45,age_31_45,1,1.3,
5983,dysuria_female,vulvovaginitis,อายุ46-60,age_46_60,1,0.9,
5984,dysuria_female,vulvovaginitis,อายุ61-75,age_61_75,1,0.6,
5985,dysuria_female,vulvovaginitis,อายุ_> 76,age_>_76,1,0.4,
5986,dysuria_female,vulvovaginitis,มะเร็ง,cancer,1,0.5,
5987,dysuria_female,vulvovaginitis,HIV,hiv,1,0.8,
5988,dysuria_female,vulvovaginitis,ไม่_ไข้,fever,0,0.3,
5989,dysuria_female,vulvovaginitis,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-2,
5990,dysuria_female,vulvovaginitis,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,-1,
5991,dysuria_female,vulvovaginitis,เบาหวาน,diabetes,1,1.8,
5992,dysuria_female,vulvovaginitis,ปัสสาวะแล้วแสบ,painful_urination,1,1.8,
5993,dysuria_female,vulvovaginitis,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,2,
5994,dysuria_female,vulvovaginitis,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,0.3,
5995,dysuria_female,vulvovaginitis,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,1.9,
5996,dysuria_female,vulvovaginitis,ปัสสาวะขุ่น,pyuria,1,0.3,
5997,dysuria_female,vulvovaginitis,ปัสสาวะมีเลือดปน,hematuria,1,0.8,
5998,dysuria_female,vulvovaginitis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-2,
5999,dysuria_female,vulvovaginitis,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,0.3,
6000,dysuria_female,vulvovaginitis,คันอวัยวะเพศ,genitalia_itchy,1,2,
6001,dysuria_female,vulvovaginitis,มีตกขาวเป็นก้อน,leukorrhea_curd,1,2.7,
6002,dysuria_female,vulvovaginitis,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,2,
6003,dysuria_female,vulvovaginitis,มีอาการช่องคลอดแห้ง ,dry_vagina,1,1.8,
6004,dysuria_female,vulvovaginitis,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,1.1,
6005,dysuria_female,vulvovaginitis,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,1.2,
6006,dysuria_female,vulvovaginitis,ท่านเพิ่งมีประจำเดือนมาในระยะเวลา 5 วันที่ผ่านมา,recent_mens_in_5_days,1,0.8,
6007,dysuria_female,vulvovaginitis,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,1.6,
6008,dysuria_female,vulvovaginitis,ท่านมีเพศสัมพันธ์กับคู่นอนมากกว่า 1 คนในช่วงเวลาใกล้กัน,multiple_partners,1,1.1,
6009,dysuria_female,vulvovaginitis,ท่านสวนล้างอวัยวะเพศ,vaginal_douche,1,1.2,
6010,dysuria_female,vulvovaginitis,ปวดหน่วงท้องน้อย,pelvic_pain,1,1.2,
6011,dysuria_female,vulvovaginitis,คลื่นไส้อาเจียน,nausea_vomiting,1,1,
6012,dysuria_female,vulvovaginitis,ไม่_อ่อนเพลีย,fatigue,0,0.4,
6013,dysuria_female,vulvovaginitis,เบื่ออาหาร,anorexia,1,-1,
6014,dysuria_female,vulvovaginitis,น้ำหนักลด,weight_loss,1,-2,
6015,dysuria_female,urolithiasis,อายุ<_15,age_<_15,1,1.1,
6016,dysuria_female,urolithiasis,อายุ15-30,age_15_30,1,1.8,
6017,dysuria_female,urolithiasis,อายุ31-45,age_31_45,1,2,
6018,dysuria_female,urolithiasis,อายุ46-60,age_46_60,1,1.7,
6019,dysuria_female,urolithiasis,อายุ61-75,age_61_75,1,1.7,
6020,dysuria_female,urolithiasis,อายุ_> 76,age_>_76,1,1.6,
6021,dysuria_female,urolithiasis,ความดันโลหิตสูง,hypertension,1,1.3,
6022,dysuria_female,urolithiasis,มะเร็ง,cancer,1,0.2,
6023,dysuria_female,urolithiasis,ไข้,fever,1,0.7,
6024,dysuria_female,urolithiasis,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-1,
6025,dysuria_female,urolithiasis,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,1,
6026,dysuria_female,urolithiasis,ปัสสาวะแล้วแสบ,painful_urination,1,0.8,
6027,dysuria_female,urolithiasis,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,1,
6028,dysuria_female,urolithiasis,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,0.9,
6029,dysuria_female,urolithiasis,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,3,
6030,dysuria_female,urolithiasis,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,0.8,
6031,dysuria_female,urolithiasis,ปัสสาวะขุ่น,pyuria,1,0.8,
6032,dysuria_female,urolithiasis,ปัสสาวะมีเลือดปน,hematuria,1,1.1,
6033,dysuria_female,urolithiasis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,3,
6034,dysuria_female,urolithiasis,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-2,
6035,dysuria_female,urolithiasis,ไม่_คันอวัยวะเพศ,genitalia_itchy,0,0.2,
6036,dysuria_female,urolithiasis,ไม่_มีตกขาวเป็นก้อน,leukorrhea_curd,0,0.2,
6037,dysuria_female,urolithiasis,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,-0.3,
6038,dysuria_female,urolithiasis,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,-0.2,
6039,dysuria_female,urolithiasis,ปวดหน่วงท้องน้อย,pelvic_pain,1,1.7,
6040,dysuria_female,urolithiasis,คลื่นไส้อาเจียน,nausea_vomiting,1,1.3,
6041,dysuria_female,urolithiasis,อ่อนเพลีย,fatigue,1,0.2,
6042,dysuria_female,urolithiasis,เบื่ออาหาร,anorexia,1,0.1,
6043,dysuria_female,urolithiasis,น้ำหนักลด,weight_loss,1,-2,
6044,dysuria_female,local_irritant,อายุ<_15,age_<_15,1,1.2,
6045,dysuria_female,local_irritant,อายุ15-30,age_15_30,1,1.2,
6046,dysuria_female,local_irritant,อายุ31-45,age_31_45,1,1.2,
6047,dysuria_female,local_irritant,อายุ46-60,age_46_60,1,1,
6048,dysuria_female,local_irritant,อายุ61-75,age_61_75,1,0.8,
6049,dysuria_female,local_irritant,อายุ_> 76,age_>_76,1,0.9,
6050,dysuria_female,local_irritant,ไข้,fever,1,-2,
6051,dysuria_female,local_irritant,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-3,
6052,dysuria_female,local_irritant,ไม่_ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,0,0.4,
6053,dysuria_female,local_irritant,ปัสสาวะแล้วแสบ,painful_urination,1,1.8,
6054,dysuria_female,local_irritant,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.8,
6055,dysuria_female,local_irritant,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,-0.5,
6056,dysuria_female,local_irritant,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,0.8,
6057,dysuria_female,local_irritant,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-1,
6058,dysuria_female,local_irritant,ปัสสาวะขุ่น,pyuria,1,-1,
6059,dysuria_female,local_irritant,ปัสสาวะมีเลือดปน,hematuria,1,0.4,
6060,dysuria_female,local_irritant,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-1,
6061,dysuria_female,local_irritant,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,0.1,
6062,dysuria_female,local_irritant,คันอวัยวะเพศ,genitalia_itchy,1,1.8,
6063,dysuria_female,local_irritant,มีตกขาวเป็นก้อน,leukorrhea_curd,1,0.2,
6064,dysuria_female,local_irritant,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,0.5,
6065,dysuria_female,local_irritant,มีอาการช่องคลอดแห้ง ,dry_vagina,1,0.5,
6066,dysuria_female,local_irritant,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,0.8,
6067,dysuria_female,local_irritant,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,0.4,
6068,dysuria_female,local_irritant,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,1,
6069,dysuria_female,local_irritant,ท่านมีเพศสัมพันธ์กับคู่นอนมากกว่า 1 คนในช่วงเวลาใกล้กัน,multiple_partners,1,0.5,
6070,dysuria_female,local_irritant,ท่านสวนล้างอวัยวะเพศ,vaginal_douche,1,3.5,
6071,dysuria_female,local_irritant,ปวดหน่วงท้องน้อย,pelvic_pain,1,-1,
6072,dysuria_female,local_irritant,คลื่นไส้อาเจียน,nausea_vomiting,1,-2,
6073,dysuria_female,local_irritant,อ่อนเพลีย,fatigue,1,-3,
6074,dysuria_female,local_irritant,เบื่ออาหาร,anorexia,1,-3,
6075,dysuria_female,local_irritant,น้ำหนักลด,weight_loss,1,-4,
6076,dysuria_female,local_irritant,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,3,
6077,dysuria_female,hsv,อายุ<_15,age_<_15,1,0.8,
6078,dysuria_female,hsv,อายุ15-30,age_15_30,1,2,
6079,dysuria_female,hsv,อายุ31-45,age_31_45,1,1.9,
6080,dysuria_female,hsv,อายุ46-60,age_46_60,1,1.5,
6081,dysuria_female,hsv,อายุ61-75,age_61_75,1,0.7,
6082,dysuria_female,hsv,อายุ_> 76,age_>_76,1,0.2,
6083,dysuria_female,hsv,มะเร็ง,cancer,1,0.4,
6084,dysuria_female,hsv,HIV,hiv,1,1.3,
6085,dysuria_female,hsv,ไข้,fever,1,0.7,
6086,dysuria_female,hsv,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,0.2,
6087,dysuria_female,hsv,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,-1,
6088,dysuria_female,hsv,เบาหวาน,diabetes,1,0.8,
6089,dysuria_female,hsv,ปัสสาวะแล้วแสบ,painful_urination,1,1.7,
6090,dysuria_female,hsv,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.9,
6091,dysuria_female,hsv,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,-0.4,
6092,dysuria_female,hsv,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,0.4,
6093,dysuria_female,hsv,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-0.4,
6094,dysuria_female,hsv,ปัสสาวะขุ่น,pyuria,1,-0.3,
6095,dysuria_female,hsv,ปัสสาวะมีเลือดปน,hematuria,1,0.1,
6096,dysuria_female,hsv,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-1,
6097,dysuria_female,hsv,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,4.5,
6098,dysuria_female,hsv,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-1,
6099,dysuria_female,hsv,คันอวัยวะเพศ,genitalia_itchy,1,1.2,
6100,dysuria_female,hsv,มีตกขาวเป็นก้อน,leukorrhea_curd,1,0.4,
6101,dysuria_female,hsv,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,0.3,
6102,dysuria_female,hsv,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,1.8,
6103,dysuria_female,hsv,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,0.2,
6104,dysuria_female,hsv,ท่านเพิ่งมีประจำเดือนมาในระยะเวลา 5 วันที่ผ่านมา,recent_mens_in_5_days,1,0.3,
6105,dysuria_female,hsv,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,1.5,
6106,dysuria_female,hsv,ท่านมีเพศสัมพันธ์กับคู่นอนมากกว่า 1 คนในช่วงเวลาใกล้กัน,multiple_partners,1,1.3,
6107,dysuria_female,hsv,ไม่_ปวดหน่วงท้องน้อย,pelvic_pain,0,0.3,
6108,dysuria_female,hsv,คลื่นไส้อาเจียน,nausea_vomiting,1,-1,
6109,dysuria_female,hsv,อ่อนเพลีย,fatigue,1,0.8,
6110,dysuria_female,hsv,เบื่ออาหาร,anorexia,1,0.8,
6111,dysuria_female,hsv,น้ำหนักลด,weight_loss,1,-1,
6112,dysuria_female,cervicitis,อายุ<_15,age_<_15,1,1.8,
6113,dysuria_female,cervicitis,อายุ15-30,age_15_30,1,2,
6114,dysuria_female,cervicitis,อายุ31-45,age_31_45,1,1.7,
6115,dysuria_female,cervicitis,อายุ46-60,age_46_60,1,1.3,
6116,dysuria_female,cervicitis,อายุ61-75,age_61_75,1,0.4,
6117,dysuria_female,cervicitis,อายุ_> 76,age_>_76,1,-0.3,
6118,dysuria_female,cervicitis,ความดันโลหิตสูง,hypertension,1,0.2,
6119,dysuria_female,cervicitis,ไข้,fever,1,0.3,
6120,dysuria_female,cervicitis,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-1,
6121,dysuria_female,cervicitis,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,-1,
6122,dysuria_female,cervicitis,เบาหวาน,diabetes,1,0.3,
6123,dysuria_female,cervicitis,ปัสสาวะแล้วแสบ,painful_urination,1,0.9,
6124,dysuria_female,cervicitis,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.3,
6125,dysuria_female,cervicitis,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,-1,
6126,dysuria_female,cervicitis,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,-2,
6127,dysuria_female,cervicitis,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-0.3,
6128,dysuria_female,cervicitis,ปัสสาวะขุ่น,pyuria,1,-0.5,
6129,dysuria_female,cervicitis,ปัสสาวะมีเลือดปน,hematuria,1,0.8,
6130,dysuria_female,cervicitis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-2,
6131,dysuria_female,cervicitis,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,-2,
6132,dysuria_female,cervicitis,ไม่_มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,0,0.3,
6133,dysuria_female,cervicitis,คันอวัยวะเพศ,genitalia_itchy,1,1.6,
6134,dysuria_female,cervicitis,มีตกขาวเป็นก้อน,leukorrhea_curd,1,0.3,
6135,dysuria_female,cervicitis,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,0.2,
6136,dysuria_female,cervicitis,มีอาการช่องคลอดแห้ง ,dry_vagina,1,0.3,
6137,dysuria_female,cervicitis,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,2.5,
6138,dysuria_female,cervicitis,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,1.9,
6139,dysuria_female,cervicitis,ท่านเพิ่งมีประจำเดือนมาในระยะเวลา 5 วันที่ผ่านมา,recent_mens_in_5_days,1,0.5,
6140,dysuria_female,cervicitis,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,1.8,
6141,dysuria_female,cervicitis,ท่านมีเพศสัมพันธ์กับคู่นอนมากกว่า 1 คนในช่วงเวลาใกล้กัน,multiple_partners,1,1.3,
6142,dysuria_female,cervicitis,ท่านสวนล้างอวัยวะเพศ,vaginal_douche,1,1.1,
6143,dysuria_female,cervicitis,ปวดหน่วงท้องน้อย,pelvic_pain,1,2.1,
6144,dysuria_female,cervicitis,คลื่นไส้อาเจียน,nausea_vomiting,1,0.4,
6145,dysuria_female,cervicitis,อ่อนเพลีย,fatigue,1,-2,
6146,dysuria_female,cervicitis,เบื่ออาหาร,anorexia,1,-2,
6147,dysuria_female,cervicitis,น้ำหนักลด,weight_loss,1,-1,
6148,dysuria_female,cervicitis,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,0.3,
6149,dysuria_female,urethral_stenosis,อายุ<_15,age_<_15,1,0.8,
6150,dysuria_female,urethral_stenosis,อายุ15-30,age_15_30,1,1.4,
6151,dysuria_female,urethral_stenosis,อายุ31-45,age_31_45,1,1.8,
6152,dysuria_female,urethral_stenosis,อายุ46-60,age_46_60,1,1.3,
6153,dysuria_female,urethral_stenosis,อายุ61-75,age_61_75,1,1.3,
6154,dysuria_female,urethral_stenosis,อายุ_> 76,age_>_76,1,1.1,
6155,dysuria_female,urethral_stenosis,ความดันโลหิตสูง,hypertension,1,0.2,
6156,dysuria_female,urethral_stenosis,มะเร็ง,cancer,1,0.4,
6157,dysuria_female,urethral_stenosis,ไข้,fever,1,-2,
6158,dysuria_female,urethral_stenosis,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-3,
6159,dysuria_female,urethral_stenosis,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,-1,
6160,dysuria_female,urethral_stenosis,เบาหวาน,diabetes,1,0.2,
6161,dysuria_female,urethral_stenosis,ปัสสาวะแล้วแสบ,painful_urination,1,0.8,
6162,dysuria_female,urethral_stenosis,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.6,
6163,dysuria_female,urethral_stenosis,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,0.5,
6164,dysuria_female,urethral_stenosis,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,2,
6165,dysuria_female,urethral_stenosis,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-1,
6166,dysuria_female,urethral_stenosis,ปัสสาวะขุ่น,pyuria,1,-1,
6167,dysuria_female,urethral_stenosis,ปัสสาวะมีเลือดปน,hematuria,1,-0.4,
6168,dysuria_female,urethral_stenosis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-1,
6169,dysuria_female,urethral_stenosis,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,-0.8,
6170,dysuria_female,urethral_stenosis,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-0.3,
6171,dysuria_female,urethral_stenosis,คันอวัยวะเพศ,genitalia_itchy,1,0.2,
6172,dysuria_female,urethral_stenosis,ไม่_มีตกขาวเป็นก้อน,leukorrhea_curd,0,0.2,
6173,dysuria_female,urethral_stenosis,มีตกขาวมากผิดปกติ กลิ่นและสีผิดปกติ,leukorrhea_abnormal,1,-1,
6174,dysuria_female,urethral_stenosis,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,-0.2,
6175,dysuria_female,urethral_stenosis,ปวดหน่วงท้องน้อย,pelvic_pain,1,-0.3,
6176,dysuria_female,urethral_stenosis,อ่อนเพลีย,fatigue,1,-3,
6177,dysuria_female,urethral_stenosis,เบื่ออาหาร,anorexia,1,-3,
6178,dysuria_female,urethral_stenosis,น้ำหนักลด,weight_loss,1,-3,
6179,dysuria_female,urethral_stenosis,ท่านเพิ่งมีประวัติสวนปัสสาวะด้วยสายสวน หรืออุปกรณ์อื่นๆ มาก่อนในช่วง 5 วันที่ผ่านมา,recent_urinary_catheter,1,1.4,
6180,dysuria_female,atrophic_vaginitis,อายุ<_15,age_<_15,1,-3,
6181,dysuria_female,atrophic_vaginitis,อายุ15-30,age_15_30,1,-2,
6182,dysuria_female,atrophic_vaginitis,อายุ31-45,age_31_45,1,-1,
6183,dysuria_female,atrophic_vaginitis,อายุ46-60,age_46_60,1,1.4,
6184,dysuria_female,atrophic_vaginitis,อายุ61-75,age_61_75,1,1.8,
6185,dysuria_female,atrophic_vaginitis,อายุ_> 76,age_>_76,1,2,
6186,dysuria_female,atrophic_vaginitis,มะเร็ง,cancer,1,0.5,
6187,dysuria_female,atrophic_vaginitis,HIV,hiv,1,0.3,
6188,dysuria_female,atrophic_vaginitis,ไข้,fever,1,-1,
6189,dysuria_female,atrophic_vaginitis,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-2,
6190,dysuria_female,atrophic_vaginitis,ปัสสาวะแล้วแสบ,painful_urination,1,1,
6191,dysuria_female,atrophic_vaginitis,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.8,
6192,dysuria_female,atrophic_vaginitis,มีปัญหากลั้นปัสสาวะไม่ได้,urinary_incontinence,1,0.3,
6193,dysuria_female,atrophic_vaginitis,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,0.1,
6194,dysuria_female,atrophic_vaginitis,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,0.1,
6195,dysuria_female,atrophic_vaginitis,ปัสสาวะขุ่น,pyuria,1,-0.8,
6196,dysuria_female,atrophic_vaginitis,ปัสสาวะมีเลือดปน,hematuria,1,0.5,
6197,dysuria_female,atrophic_vaginitis,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-1,
6198,dysuria_female,atrophic_vaginitis,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,-1,
6199,dysuria_female,atrophic_vaginitis,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-1,
6200,dysuria_female,atrophic_vaginitis,คันอวัยวะเพศ,genitalia_itchy,1,1.2,
6201,dysuria_female,atrophic_vaginitis,มีอาการช่องคลอดแห้ง ,dry_vagina,1,3.5,
6202,dysuria_female,atrophic_vaginitis,มีอาการเจ็บ เวลามีเพศสัมพันธ์,painful_intercurse,1,2,
6203,dysuria_female,atrophic_vaginitis,มีเลือดออกกระปิดกะปรอยทางช่องคลอด,spotting,1,1.2,
6204,dysuria_female,atrophic_vaginitis,ท่านเพิ่งมีเพศสัมพันธ์แบบไม่ใส่ถุงยางอนามัยในระยะเวลา 5 วันที่ผ่านมา,history_of_unprotected_sex,1,0.8,
6205,dysuria_female,atrophic_vaginitis,ท่านสวนล้างอวัยวะเพศ,vaginal_douche,1,1.8,
6206,dysuria_female,atrophic_vaginitis,ปวดหน่วงท้องน้อย,pelvic_pain,1,0.4,
6207,dysuria_female,atrophic_vaginitis,คลื่นไส้อาเจียน,nausea_vomiting,1,-1,
6208,dysuria_female,atrophic_vaginitis,อ่อนเพลีย,fatigue,1,-2,
6209,dysuria_female,atrophic_vaginitis,เบื่ออาหาร,anorexia,1,-2,
6210,dysuria_female,atrophic_vaginitis,น้ำหนักลด,weight_loss,1,-2,
6211,dysuria_female,spondyloarthopathy,อายุ<_15,age_<_15,1,-1,
6212,dysuria_female,spondyloarthopathy,อายุ15-30,age_15_30,1,1.4,
6213,dysuria_female,spondyloarthopathy,อายุ31-45,age_31_45,1,2,
6214,dysuria_female,spondyloarthopathy,อายุ46-60,age_46_60,1,1.8,
6215,dysuria_female,spondyloarthopathy,อายุ61-75,age_61_75,1,1.1,
6216,dysuria_female,spondyloarthopathy,อายุ_> 76,age_>_76,1,0.8,
6217,dysuria_female,spondyloarthopathy,มะเร็ง,cancer,1,0.2,
6218,dysuria_female,spondyloarthopathy,ไข้,fever,1,-0.5,
6219,dysuria_female,spondyloarthopathy,ไข้สูงหนาวสั่น หรือไข้สูงกว่า 38'C ,fever_with_chill,1,-2,
6220,dysuria_female,spondyloarthopathy,ปวดร้าวทะลุไปหลัง,pain_radiate_to_back,1,0.1,
6221,dysuria_female,spondyloarthopathy,ปัสสาวะแล้วแสบ,painful_urination,1,1.2,
6222,dysuria_female,spondyloarthopathy,ปัสสาวะบ่อยกว่าปกติ,frequent_urination,1,0.2,
6223,dyspnea_chronic_greater_4_weeks,cardiomyopathy,ใจสั่น,palpitation,1,1,
6224,dysuria_female,spondyloarthopathy,ปัสสาวะไม่ออก หรือสะดุด,urinary_retention,1,0.4,
6225,dysuria_female,spondyloarthopathy,ปัสสาวะมีกลิ่นเหม็นผิดปกติ,foul_smell_urine,1,-1,
6226,dysuria_female,spondyloarthopathy,ปัสสาวะขุ่น,pyuria,1,-2,
6227,dysuria_female,spondyloarthopathy,ปัสสาวะมีเลือดปน,hematuria,1,-0.3,
6228,dysuria_female,spondyloarthopathy,มีกรวดนิ่วออกมาพร้อมกับปัสสาวะ,urine_with_gravel,1,-1,
6229,dysuria_female,spondyloarthopathy,มีตุ่มน้ำใส แสบร้อนขึ้นบริเวณอวัยวะเพศ,genitalia_painful_vesicle,1,-1,
6230,dysuria_female,spondyloarthopathy,มีหนองไหลออกจากอวัยวะเพศ,genitalia_pus,1,-3,
6231,dysuria_female,spondyloarthopathy,คันอวัยวะเพศ,genitalia_itchy,1,-0.2,
